reference,longitude,latitude,10/27/12 0:00,10/27/12 12:00,10/28/12 0:00,10/28/12 12:00,10/29/12 0:00,10/29/12 12:00,10/30/12 0:00,10/30/12 12:00,10/31/12 0:00,10/31/12 12:00,11/1/12 0:00,11/1/12 12:00,11/2/12 0:00,11/2/12 12:00,11/3/12 0:00,11/3/12 12:00,11/4/12 0:00,11/4/12 12:00,11/5/12 0:00,11/5/12 12:00,11/6/12 0:00,11/6/12 12:00,11/7/12 0:00,11/7/12 12:00,11/8/12 0:00,11/8/12 12:00,11/9/12 0:00
asset_1808,-73.92512812,40.85263652,0.000225329,0.000225406,0.000225483,0.00022557,0.000225648,0.000225726,0.000225803,0.00022588,0.000225957,0.000226035,0.000226112,0.000233475,0.000233554,0.000233633,0.000233735,0.000233816,0.000233895,0.000233992,0.000234072,0.000234155,0.000234235,0.000234314,0.000234394,0.000234473,0.000234553,0.000234656,0.000234736
asset_1809,-73.92346725,40.87178773,0.000187134,0.000187198,0.000187262,0.000187326,0.00018739,0.000187454,0.000187518,0.000187582,0.000187646,0.00018771,0.000187774,0.000187838,0.000187902,0.000187966,0.00018803,0.000188142,0.000188206,0.000188271,0.000188335,0.000188399,0.000188464,0.000188528,0.000188592,0.000188656,0.000188731,0.000188798,0.000188862
asset_1810,-73.98929681,40.75785109,0.000208051,0.000208122,0.000208193,0.000208265,0.000208336,0.000208408,0.000208479,0.00020855,0.000208621,0.000208692,0.000208763,0.000208834,0.000208905,0.000208977,0.000209048,0.000209119,0.00020919,0.000209261,0.000209332,0.000209403,0.000209479,0.00020955,0.000209621,0.000209693,0.000209764,0.000209837,0.000209908
asset_1811,-73.94105606,40.81332402,0.00037263,0.000372758,0.000372886,0.000373014,0.000373142,0.00037327,0.000373398,0.000373526,0.000373654,0.000373782,0.00037391,0.000374038,0.000374166,0.000374294,0.000374422,0.000374551,0.000374679,0.000374807,0.000374935,0.000375063,0.000375191,0.000375319,0.000375448,0.00037565,0.000375781,0.000375909,0.000376037
asset_1812,-73.96840627,40.79775852,0.00015629,0.00015635,0.000156409,0.000156481,0.000156541,0.0001566,0.00015666,0.000156719,0.000156778,0.000156838,0.000156897,0.000156956,0.000157016,0.000157075,0.000157135,0.000157194,0.000157253,0.000157313,0.000157372,0.000157432,0.000157491,0.00015755,0.00015761,0.000157669,0.000157729,0.000157788,0.000157848
asset_1813,-73.98303036,40.71213546,0.000933301,0.00093362,0.000933939,0.000934258,0.000934597,0.000934916,0.000935235,0.000935554,0.000935873,0.000936192,0.000936511,0.000936831,0.00093715,0.000937469,0.000937788,0.000938107,0.00093843,0.000938751,0.00093907,0.000939389,0.000939708,0.000940028,0.000940347,0.000940667,0.000940986,0.000941323,0.000941643
asset_1814,-73.91466282,40.87113104,0.000135876,0.000135925,0.000135973,0.000136046,0.000136094,0.000136142,0.00013619,0.000136238,0.000136285,0.000136333,0.000136381,0.000136429,0.000136477,0.000136525,0.000136573,0.00013662,0.000136668,0.000136716,0.000136764,0.000136812,0.00013686,0.000136908,0.000136956,0.000137004,0.000137051,0.000137099,0.000137147
asset_1815,-73.98498847,40.77894568,7.51E-05,7.51E-05,7.51E-05,7.52E-05,7.52E-05,7.52E-05,7.52E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.55E-05,7.55E-05,7.55E-05,7.55E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.57E-05,7.57E-05,7.57E-05,7.58E-05
asset_1816,-73.95612199,40.77808545,8.24E-05,8.24E-05,8.24E-05,8.25E-05,8.25E-05,8.25E-05,8.25E-05,8.26E-05,8.26E-05,8.26E-05,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.28E-05,8.28E-05,8.28E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.30E-05,8.30E-05,8.30E-05,8.31E-05,8.31E-05,8.31E-05
asset_1817,-73.99226279,40.764905,0.000161424,0.00016148,0.000161537,0.000161593,0.000161649,0.000161706,0.000161762,0.000161818,0.000161874,0.00016193,0.000161986,0.000162042,0.000162099,0.000162155,0.000162211,0.000162275,0.000162333,0.000162395,0.000162451,0.000162508,0.000162564,0.00016262,0.000162676,0.000162733,0.000162789,0.000162845,0.000162901
asset_1818,-74.01722496,40.70915715,0.000200594,0.000200667,0.000200757,0.000200842,0.000200993,0.000201065,0.000201137,0.000201209,0.000201281,0.000201353,0.000201424,0.000201496,0.000201568,0.00020164,0.000201712,0.000201795,0.000202039,0.00020219,0.000202275,0.000202365,0.000202459,0.00020254,0.000202617,0.000202693,0.000202767,0.00020284,0.000202914
asset_1819,-73.94636343,40.81898657,0.000175492,0.000175568,0.000175644,0.00017572,0.000175796,0.000175872,0.000175948,0.000176024,0.0001761,0.000176176,0.000176252,0.000176328,0.000176404,0.00017648,0.000176555,0.000176632,0.000176708,0.000176784,0.00017686,0.000176936,0.000177012,0.000177089,0.000177165,0.000177241,0.000177317,0.000177393,0.000177469
asset_1820,-74.00076716,40.72935994,0.000132142,0.000132191,0.000132245,0.000132295,0.000132344,0.000132393,0.000132442,0.00013249,0.000132539,0.000132588,0.000132636,0.000132685,0.000132734,0.000132783,0.000132831,0.00013288,0.000132929,0.000132978,0.000133026,0.000133075,0.000133124,0.000133172,0.000133221,0.00013327,0.000133319,0.000133368,0.000133416
asset_1821,-73.93047748,40.84797624,0.000173462,0.000173527,0.000173592,0.000173656,0.000173721,0.000173785,0.00017385,0.000173914,0.000173979,0.000174044,0.000174108,0.000174173,0.000174237,0.000174302,0.000174367,0.000174436,0.000174502,0.000174573,0.000174665,0.000174773,0.000174872,0.000174991,0.00017509,0.000175211,0.000175312,0.000175529,0.000175641
asset_1822,-73.9808072,40.72864783,0.000183066,0.000183132,0.000183231,0.000183296,0.00018336,0.000183424,0.000183487,0.000183551,0.000183615,0.000183679,0.000183742,0.000183806,0.00018387,0.000183934,0.000183997,0.000184062,0.000184125,0.000184189,0.000184253,0.000184317,0.000184381,0.000184445,0.000184508,0.000184572,0.000184636,0.0001847,0.000184764
asset_1823,-73.93882609,40.79555495,7.45E-05,7.45E-05,7.45E-05,7.46E-05,7.46E-05,7.46E-05,7.46E-05,7.47E-05,7.47E-05,7.47E-05,7.48E-05,7.48E-05,7.48E-05,7.48E-05,7.49E-05,7.49E-05,7.49E-05,7.49E-05,7.50E-05,7.50E-05,7.50E-05,7.50E-05,7.51E-05,7.51E-05,7.51E-05,7.51E-05,7.52E-05
asset_1824,-74.0072719,40.7223052,9.32E-05,9.32E-05,9.33E-05,9.33E-05,9.33E-05,9.34E-05,9.34E-05,9.34E-05,9.35E-05,9.35E-05,9.35E-05,9.36E-05,9.36E-05,9.36E-05,9.37E-05,9.37E-05,9.37E-05,9.38E-05,9.38E-05,9.38E-05,9.39E-05,9.39E-05,9.39E-05,9.40E-05,9.40E-05,9.40E-05,9.41E-05
asset_1825,-74.02002747,40.68579461,0.000196194,0.000196265,0.000196335,0.000196406,0.000196477,0.000196548,0.000196619,0.00019669,0.000196761,0.000196832,0.000196903,0.000196973,0.000197044,0.000197115,0.000197227,0.000197298,0.000197369,0.00019744,0.000197511,0.000197582,0.000197653,0.000197724,0.000197795,0.000197866,0.000197937,0.000198008,0.000198079
asset_1826,-73.97726209,40.78524372,7.64E-05,7.64E-05,7.65E-05,7.65E-05,7.65E-05,7.65E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.67E-05,7.67E-05,7.67E-05,7.68E-05,7.68E-05,7.68E-05,7.68E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.71E-05,7.71E-05
asset_1827,-74.00108177,40.760679,8.57E-05,8.57E-05,8.58E-05,8.58E-05,8.58E-05,8.59E-05,8.59E-05,8.59E-05,8.60E-05,8.60E-05,8.60E-05,8.61E-05,8.61E-05,8.61E-05,8.62E-05,8.62E-05,8.62E-05,8.62E-05,8.63E-05,8.63E-05,8.63E-05,8.64E-05,8.64E-05,8.64E-05,8.65E-05,8.65E-05,8.65E-05
asset_1828,-73.9454879,40.83044312,0.000205792,0.000205869,0.000205945,0.000206022,0.000206098,0.000206173,0.000206249,0.000206324,0.0002064,0.000206476,0.000206551,0.000206627,0.000206703,0.000206778,0.000206863,0.000206938,0.000207014,0.00020709,0.000207165,0.000207241,0.000207317,0.000207393,0.000207469,0.000207545,0.000207652,0.000207729,0.000207805
asset_1829,-73.99127082,40.74374649,0.000157027,0.000157099,0.000157171,0.000157243,0.000157315,0.000157387,0.00015746,0.000157532,0.000157604,0.000157676,0.000157748,0.000157823,0.000157895,0.000157968,0.000158042,0.000158114,0.000158451,0.000158523,0.000158595,0.000158668,0.00015874,0.000158812,0.000158884,0.000158957,0.000159029,0.000159101,0.000159174
asset_1830,-73.95729109,40.8191361,8.03E-05,8.04E-05,8.04E-05,8.04E-05,8.05E-05,8.05E-05,8.05E-05,8.06E-05,8.06E-05,8.06E-05,8.07E-05,8.07E-05,8.07E-05,8.07E-05,8.08E-05,8.08E-05,8.08E-05,8.09E-05,8.09E-05,8.09E-05,8.10E-05,8.10E-05,8.10E-05,8.11E-05,8.11E-05,8.11E-05,8.11E-05
asset_1831,-73.95629536,40.8074933,0.000204699,0.000204774,0.000204849,0.00020493,0.000205006,0.000205081,0.000205156,0.000205231,0.000205306,0.000205382,0.000205457,0.000205532,0.000205607,0.000205683,0.000222495,0.000222576,0.000222658,0.00022274,0.000222821,0.000222943,0.000223025,0.000223106,0.000223188,0.000223269,0.000223355,0.000223437,0.000223518
asset_1832,-73.94987277,40.77750124,0.000315617,0.000315739,0.000315861,0.000316012,0.000316175,0.000316297,0.000316418,0.000316539,0.00031666,0.000316781,0.000316902,0.000317023,0.000317145,0.000317266,0.000317391,0.000317512,0.000317633,0.000317755,0.000317876,0.000317998,0.00031812,0.000318241,0.000318362,0.000318484,0.000318605,0.000318726,0.000318848
asset_1833,-73.97859087,40.75143122,8.17E-05,8.18E-05,8.18E-05,8.18E-05,8.19E-05,8.19E-05,8.19E-05,8.20E-05,8.20E-05,8.21E-05,8.21E-05,8.21E-05,8.22E-05,8.22E-05,8.22E-05,8.23E-05,8.24E-05,8.27E-05,8.28E-05,8.28E-05,8.28E-05,8.29E-05,8.29E-05,8.29E-05,8.30E-05,8.30E-05,8.30E-05
asset_1834,-73.96892287,40.75334445,8.16E-05,8.17E-05,8.17E-05,8.18E-05,8.18E-05,8.18E-05,8.18E-05,8.19E-05,8.19E-05,8.19E-05,8.20E-05,8.20E-05,8.20E-05,8.21E-05,8.21E-05,8.21E-05,8.21E-05,8.22E-05,8.22E-05,8.23E-05,8.24E-05,8.24E-05,8.25E-05,8.26E-05,8.27E-05,8.27E-05,8.28E-05
asset_1835,-73.93644517,40.82121649,0.000201858,0.000201938,0.000202018,0.000202099,0.000202179,0.00020226,0.00020234,0.000202421,0.000202501,0.000202581,0.000202662,0.000202746,0.000202827,0.000202907,0.000202988,0.000203069,0.000203149,0.000203229,0.00020331,0.000203392,0.000203472,0.000203553,0.000203633,0.000203714,0.000203794,0.000203896,0.000203976
asset_1836,-73.95195408,40.79871909,4.27E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.30E-05,4.30E-05,4.30E-05,4.30E-05,4.30E-05,4.30E-05,4.31E-05,4.31E-05,4.31E-05,4.31E-05,4.31E-05,4.31E-05,4.32E-05,4.32E-05
asset_1837,-73.98106544,40.78239683,5.68E-05,5.68E-05,5.68E-05,5.69E-05,5.69E-05,5.69E-05,5.69E-05,5.70E-05,5.70E-05,5.70E-05,5.70E-05,5.70E-05,5.71E-05,5.71E-05,5.71E-05,5.71E-05,5.72E-05,5.72E-05,5.72E-05,5.72E-05,5.73E-05,5.73E-05,5.73E-05,5.73E-05,5.74E-05,5.74E-05,5.74E-05
asset_1838,-73.93257622,40.78918402,0.000229576,0.000229663,0.000229748,0.000229833,0.000229917,0.000230002,0.000230086,0.000230171,0.000230256,0.00023034,0.000230425,0.000230509,0.000230594,0.000230679,0.00023077,0.000230854,0.000230939,0.000231024,0.000231108,0.000231193,0.000231278,0.000231363,0.000231447,0.000231532,0.000231617,0.000231702,0.000231787
asset_1839,-73.92447313,40.86090969,0.000255234,0.000255341,0.000255447,0.000255554,0.00025566,0.000255767,0.000255873,0.00025598,0.000256087,0.000256193,0.0002563,0.000256562,0.000256669,0.000256776,0.000256882,0.000256989,0.000257096,0.000257203,0.000257309,0.000257416,0.000257523,0.000257629,0.000257736,0.000257843,0.00025795,0.000258056,0.000258163
asset_1840,-74.00413991,40.71348169,0.000204774,0.000204862,0.00020495,0.000205038,0.000205126,0.000205215,0.000205303,0.000205391,0.000205479,0.000205567,0.000205655,0.000205743,0.000205831,0.00020592,0.000206008,0.000206097,0.000206186,0.00020628,0.000206368,0.000206568,0.000206656,0.000206745,0.000206833,0.000206922,0.00020701,0.000207098,0.000207186
asset_1841,-73.94173473,40.85273502,0.000130775,0.000130831,0.000130885,0.000130936,0.000130989,0.00013104,0.000131091,0.000131142,0.000131193,0.000131245,0.000131296,0.000131347,0.000131398,0.000131449,0.0001315,0.000131552,0.000131603,0.000131655,0.000131706,0.000131758,0.000131809,0.000131861,0.000131912,0.000131963,0.000132014,0.000132066,0.000132117
asset_1842,-73.95414076,40.78402892,0.000168335,0.000168407,0.000168479,0.000168552,0.000168624,0.000168697,0.000168769,0.000168841,0.000168914,0.000168986,0.000169058,0.000169131,0.000169203,0.000169277,0.000169349,0.000169421,0.000169494,0.000169566,0.000169639,0.000169711,0.000169784,0.000169856,0.000169928,0.000170001,0.000170073,0.000170146,0.000170218
asset_1843,-73.94783326,40.83923787,0.000180411,0.000180485,0.000180559,0.000180634,0.000180712,0.000180787,0.000180861,0.000180935,0.000181009,0.000181084,0.000181158,0.000181232,0.000181307,0.000181381,0.000181455,0.00018153,0.000181604,0.000181679,0.000181753,0.000181828,0.000181902,0.000181977,0.000182051,0.000182126,0.0001822,0.000182277,0.000182355
asset_1844,-73.94085416,40.78926634,0.000171228,0.0001713,0.000171372,0.000171444,0.000171516,0.000171588,0.00017166,0.000171732,0.000171804,0.000171876,0.000171948,0.00017202,0.000172092,0.000172164,0.000172236,0.000172308,0.00017238,0.000172452,0.000172524,0.000172596,0.000172668,0.00017274,0.000172813,0.000172885,0.000172957,0.000173029,0.000173101
asset_1845,-73.97525862,40.71859157,0.000633131,0.000633369,0.000633607,0.000633845,0.000634084,0.000634322,0.00063456,0.000634799,0.000635037,0.000635275,0.000635514,0.000635752,0.00063599,0.000636229,0.000636467,0.000636706,0.000636944,0.000637183,0.000637422,0.00063766,0.000637899,0.000638138,0.000638376,0.000638615,0.000638853,0.000639092,0.000639331
asset_1846,-73.99504253,40.74258394,0.000181988,0.000182056,0.000182125,0.000182194,0.000182263,0.000182331,0.0001824,0.000182469,0.000182538,0.000182606,0.000182675,0.000182744,0.000182812,0.000182881,0.00018295,0.000183019,0.000183087,0.000183156,0.000183225,0.000183298,0.000183366,0.000183435,0.000183504,0.000183573,0.000183642,0.000183711,0.00018378
asset_1847,-74.00979409,40.74882242,0.000505422,0.000505629,0.000505846,0.000506074,0.000506413,0.00050662,0.000506827,0.000507034,0.000507242,0.000507449,0.000507657,0.000507864,0.000508071,0.000508279,0.000508486,0.000508694,0.000508901,0.000509109,0.000509316,0.000509524,0.000509731,0.000509943,0.00051015,0.000510358,0.000510566,0.000510774,0.000510981
asset_1848,-73.9422651,40.84167941,7.79E-05,7.79E-05,7.79E-05,7.79E-05,7.80E-05,7.80E-05,7.80E-05,7.81E-05,7.81E-05,7.81E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.83E-05,7.83E-05,7.83E-05,7.84E-05,7.84E-05,7.84E-05,7.84E-05,7.85E-05,7.85E-05,7.85E-05,7.86E-05,7.86E-05,7.86E-05
asset_1849,-73.94945841,40.82118478,8.07E-05,8.08E-05,8.08E-05,8.09E-05,8.14E-05,8.14E-05,8.14E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.16E-05,8.16E-05,8.16E-05,8.17E-05,8.17E-05,8.17E-05,8.18E-05,8.18E-05,8.18E-05,8.19E-05,8.19E-05,8.19E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05
asset_1850,-74.01024422,40.70855987,9.61E-05,9.62E-05,9.62E-05,9.63E-05,9.64E-05,9.64E-05,9.65E-05,9.65E-05,9.66E-05,9.67E-05,9.67E-05,9.68E-05,9.68E-05,9.69E-05,9.70E-05,9.70E-05,9.71E-05,9.71E-05,9.72E-05,9.73E-05,9.73E-05,9.74E-05,9.74E-05,9.75E-05,9.76E-05,9.76E-05,9.77E-05
asset_1851,-73.99222544,40.70989214,0.000181139,0.000181208,0.000181276,0.000181345,0.000181413,0.000181482,0.00018155,0.000181618,0.000181687,0.000181755,0.000181824,0.000181892,0.000181961,0.000182029,0.000182098,0.000182166,0.000182235,0.000182303,0.000182372,0.00018244,0.000182509,0.000182578,0.000182646,0.000182715,0.000182783,0.000182852,0.00018292
asset_1852,-73.98830253,40.76204319,9.49E-05,9.50E-05,9.51E-05,9.51E-05,9.51E-05,9.52E-05,9.52E-05,9.53E-05,9.53E-05,9.53E-05,9.54E-05,9.54E-05,9.54E-05,9.55E-05,9.55E-05,9.56E-05,9.56E-05,9.56E-05,9.57E-05,9.57E-05,9.57E-05,9.58E-05,9.58E-05,9.58E-05,9.59E-05,9.59E-05,9.60E-05
asset_1853,-73.99843236,40.71224084,0.000256339,0.000256442,0.000256541,0.000256684,0.000256783,0.000256881,0.000256979,0.000257078,0.000257176,0.000257275,0.000257373,0.000257471,0.00025757,0.000257668,0.000257767,0.000257866,0.000257964,0.000258063,0.000258162,0.00025826,0.000258359,0.000258457,0.000258556,0.000258654,0.000258753,0.000258851,0.00025895
asset_1854,-73.95089865,40.77586754,0.00019343,0.000193506,0.000193581,0.000193656,0.000193732,0.000193807,0.000193882,0.000193958,0.000194033,0.000194108,0.000194184,0.000194259,0.000194334,0.00019441,0.000194486,0.000194561,0.000194637,0.000194712,0.000194788,0.000194863,0.000194938,0.000195014,0.000195089,0.000195165,0.00019524,0.000195316,0.000195391
asset_1855,-73.98029323,40.72441327,0.000194884,0.000194959,0.000195952,0.000196049,0.000196126,0.000196202,0.000196278,0.000196354,0.00019643,0.000196506,0.000196582,0.000196658,0.000196734,0.00019681,0.000196886,0.000196962,0.000197039,0.000197115,0.000197191,0.000197268,0.000197345,0.000197424,0.0001975,0.000197576,0.000197653,0.000197731,0.000197807
asset_1856,-73.97566361,40.73624123,0.000182316,0.00018239,0.00018246,0.000182532,0.000182602,0.000182673,0.000182812,0.000182882,0.000182953,0.000183023,0.000183094,0.000183164,0.000183235,0.000183305,0.000183376,0.000183448,0.000183518,0.000183592,0.000183663,0.000183734,0.000183804,0.000183875,0.000183945,0.000184032,0.000184102,0.000184173,0.000184244
asset_1857,-73.99548091,40.76158521,0.000103253,0.000103296,0.000103337,0.000103378,0.000103418,0.000103458,0.000103499,0.000103539,0.00010358,0.00010362,0.000103661,0.000103702,0.000103742,0.000103783,0.000103823,0.000103864,0.000103904,0.000103953,0.000103993,0.000104034,0.000104074,0.000104124,0.000104164,0.000104205,0.000104246,0.000104288,0.000104328
asset_1858,-73.9490453,40.80335119,9.89E-05,9.90E-05,9.90E-05,9.91E-05,9.91E-05,9.92E-05,9.92E-05,9.93E-05,9.93E-05,9.94E-05,9.94E-05,9.94E-05,9.95E-05,9.95E-05,9.95E-05,9.96E-05,9.96E-05,9.97E-05,9.97E-05,9.97E-05,9.98E-05,9.98E-05,9.99E-05,9.99E-05,9.99E-05,1.00E-04,0.000100013
asset_1859,-73.97327546,40.7369507,0.006183412,0.006185828,0.006188243,0.006190659,0.006193075,0.006195497,0.006197914,0.00620033,0.006202747,0.006205164,0.006207581,0.006209998,0.006212416,0.006214834,0.006217251,0.00621967,0.006222088,0.006224664,0.006227083,0.006229669,0.006232089,0.006234508,0.006236928,0.006239348,0.00624178,0.0062442,0.00624662
asset_1860,-74.00365368,40.71613988,0.00026231,0.000262414,0.000262518,0.000262623,0.000262727,0.000262831,0.000262934,0.000263038,0.000263142,0.000263246,0.00026335,0.000263453,0.000263557,0.000263661,0.000263765,0.00026387,0.000263974,0.000264079,0.000264183,0.000264288,0.000264392,0.000264496,0.0002646,0.000264704,0.000264808,0.000264913,0.000265017
asset_1861,-73.95058629,40.80496789,0.000207578,0.000207665,0.000207751,0.000207836,0.000207922,0.000208007,0.000208093,0.000208179,0.000208264,0.00020835,0.000208436,0.000208521,0.000208607,0.000208693,0.000208778,0.000208867,0.000208952,0.000209039,0.000209125,0.000209211,0.000209296,0.000209382,0.000209468,0.000209554,0.000209643,0.000209728,0.000209814
asset_1862,-73.99992079,40.74715474,0.000111478,0.000111523,0.000111586,0.000111631,0.000111676,0.000111721,0.000111765,0.00011181,0.000111855,0.000111899,0.000111944,0.000111989,0.000112033,0.000112078,0.000112128,0.000112172,0.000112217,0.000112263,0.000112307,0.000112352,0.000112397,0.000112442,0.000112486,0.000112531,0.000112576,0.000112621,0.000112666
asset_1863,-73.93434413,40.82048647,8.11E-05,8.11E-05,8.11E-05,8.12E-05,8.12E-05,8.12E-05,8.13E-05,8.13E-05,8.13E-05,8.14E-05,8.14E-05,8.14E-05,8.15E-05,8.15E-05,8.15E-05,8.16E-05,8.16E-05,8.16E-05,8.17E-05,8.17E-05,8.17E-05,8.18E-05,8.18E-05,8.18E-05,8.19E-05,8.19E-05,8.19E-05
asset_1864,-73.91812629,40.86426355,0.000228047,0.000228158,0.000228327,0.000228431,0.00022869,0.000228785,0.000228876,0.000228966,0.000229057,0.000229147,0.000229238,0.000229328,0.000229419,0.000229509,0.0002296,0.000229698,0.000229791,0.000229925,0.000230016,0.000230109,0.0002302,0.000230299,0.00023039,0.000230483,0.000230574,0.000230667,0.000230758
asset_1865,-74.01102054,40.72999186,0.000178164,0.00017824,0.000178315,0.00017839,0.000178465,0.000178541,0.000178616,0.000178691,0.000178766,0.000178842,0.000178917,0.000178992,0.000179068,0.000179143,0.000179218,0.000179293,0.000179369,0.000179444,0.000179519,0.000179595,0.00017967,0.000179745,0.000179821,0.000179896,0.000179972,0.000180047,0.000180122
asset_1866,-73.9948156,40.71989175,8.15E-05,8.15E-05,8.16E-05,8.16E-05,8.16E-05,8.17E-05,8.17E-05,8.17E-05,8.18E-05,8.18E-05,8.18E-05,8.19E-05,8.19E-05,8.19E-05,8.20E-05,8.20E-05,8.20E-05,8.21E-05,8.21E-05,8.21E-05,8.22E-05,8.22E-05,8.23E-05,8.23E-05,8.23E-05,8.24E-05,8.24E-05
asset_1867,-74.0221339,40.68507494,0.021760389,0.021769133,0.021778035,0.021786818,0.021796023,0.021804995,0.021813681,0.021822368,0.021831056,0.021839745,0.021848435,0.021857125,0.021865816,0.021874507,0.0218832,0.021895139,0.021906938,0.021917729,0.021933124,0.021944476,0.021955036,0.021968438,0.021988434,0.02200792,0.022036633,0.022050602,0.022063497
asset_1868,-73.92255111,40.85682797,9.31E-05,9.31E-05,9.31E-05,9.32E-05,9.32E-05,9.33E-05,9.33E-05,9.33E-05,9.34E-05,9.34E-05,9.35E-05,9.35E-05,9.36E-05,9.36E-05,9.36E-05,9.37E-05,9.37E-05,9.38E-05,9.38E-05,9.39E-05,9.39E-05,9.39E-05,9.40E-05,9.40E-05,9.41E-05,9.41E-05,9.42E-05
asset_1869,-73.95626614,40.78612085,0.000617679,0.000617946,0.000618213,0.00061848,0.000618747,0.000619019,0.000619286,0.000619553,0.00061982,0.000620087,0.000620354,0.000620622,0.000620889,0.000621156,0.000621424,0.000621691,0.000621958,0.000622226,0.000622493,0.000622762,0.000623029,0.000623297,0.000623564,0.000623832,0.000624099,0.000624367,0.000624635
asset_1870,-73.99920258,40.72525697,9.29E-05,9.30E-05,9.30E-05,9.31E-05,9.31E-05,9.32E-05,9.32E-05,9.32E-05,9.33E-05,9.33E-05,9.34E-05,9.34E-05,9.34E-05,9.35E-05,9.35E-05,9.36E-05,9.36E-05,9.37E-05,9.37E-05,9.37E-05,9.38E-05,9.38E-05,9.39E-05,9.39E-05,9.39E-05,9.40E-05,9.40E-05
asset_1871,-73.97397705,40.74608347,0.000352989,0.00035314,0.000353288,0.00035343,0.000354512,0.000354655,0.000354797,0.000354939,0.000355082,0.000355224,0.000355367,0.000355509,0.000355651,0.000355794,0.000355936,0.000356081,0.000356223,0.000356366,0.000356508,0.000356651,0.000356793,0.000356936,0.000357081,0.000357229,0.000357374,0.000357517,0.000357659
asset_1872,-73.98705814,40.71712779,0.00011756,0.000117609,0.000117656,0.000117716,0.000117763,0.00011781,0.000117857,0.000117905,0.000117952,0.000117999,0.000118046,0.000118093,0.00011814,0.000118188,0.000118235,0.00011832,0.000118367,0.000118421,0.000118468,0.00011852,0.000118567,0.000118615,0.000118662,0.000118709,0.000118756,0.000118808,0.000118855
asset_1873,-73.99081758,40.75901955,9.95E-05,9.96E-05,9.96E-05,9.96E-05,9.97E-05,9.97E-05,9.98E-05,9.98E-05,9.98E-05,9.99E-05,9.99E-05,1.00E-04,0.000100011,0.000100051,0.000100092,0.000100132,0.000100172,0.000100213,0.000100253,0.000100293,0.000100334,0.000100374,0.000100414,0.000100455,0.000100495,0.000100536,0.000100576
asset_1874,-73.97167633,40.78495709,0.000101278,0.000101323,0.000101368,0.000101413,0.000101457,0.000101502,0.000101547,0.000101592,0.000101637,0.000101681,0.000101726,0.000101771,0.000101816,0.000101861,0.000101905,0.00010195,0.000101995,0.00010204,0.000102085,0.00010213,0.000102174,0.000102219,0.000102264,0.000102309,0.000102354,0.000102399,0.000102444
asset_1875,-73.93465455,40.7961572,0.000119099,0.000119148,0.000119232,0.000119281,0.00011933,0.000119379,0.000119428,0.000119477,0.000119526,0.000119575,0.000119623,0.000119672,0.000119721,0.00011977,0.00011982,0.000119869,0.000119918,0.000119967,0.000120016,0.000120065,0.000120114,0.000120163,0.000120212,0.000120261,0.00012031,0.000120359,0.000120408
asset_1876,-73.98227416,40.77789019,0.001680531,0.001681224,0.001681916,0.001682609,0.001683301,0.001683994,0.001684687,0.00168538,0.001686072,0.001686769,0.001687462,0.001688155,0.001688848,0.001689541,0.001690235,0.001690931,0.001691626,0.00169232,0.001693013,0.001693706,0.0016944,0.001695094,0.001695787,0.001696481,0.001697175,0.001697869,0.001698562
asset_1877,-73.9791633,40.7120639,0.000141459,0.000141517,0.000141576,0.000141635,0.000141693,0.000141751,0.00014181,0.000141868,0.000141926,0.000141985,0.000142043,0.000142102,0.00014216,0.000142218,0.000142277,0.000142335,0.000142394,0.000142452,0.000142511,0.000142569,0.000142628,0.000142686,0.000142748,0.000142807,0.000142865,0.000142924,0.000142982
asset_1878,-73.96812637,40.79980604,0.000129952,0.000130005,0.000130058,0.000130111,0.000130163,0.000130222,0.000130275,0.000130328,0.000130381,0.000130434,0.000130486,0.000130539,0.000130592,0.000130645,0.000130699,0.000130752,0.000130805,0.000130858,0.000130911,0.000130964,0.000131017,0.000131069,0.000131122,0.000131175,0.000131228,0.000131281,0.000131334
asset_1879,-73.95314396,40.77897369,0.000512632,0.000512847,0.000513062,0.000513277,0.000513492,0.000513719,0.000513936,0.000514151,0.00051437,0.000514585,0.0005148,0.000515014,0.000515229,0.000515444,0.000515659,0.000515874,0.00051609,0.000516327,0.000516542,0.000516757,0.000516972,0.000517187,0.000517402,0.000517617,0.000517832,0.000518047,0.000518262
